fpr,tpr,_
0.0,0.0,1.9917446777701056
0.0,0.0004,0.9917446777701054
0.00013333333333333334,0.0004,0.9909461143384916
0.00013333333333333334,0.0028,0.9884830924792274
0.0002666666666666667,0.0028,0.9880718167056676
0.0002666666666666667,0.006,0.98671924633765
0.0004,0.006,0.9866204747976888
0.0004,0.0064,0.9865943654201864
0.0005333333333333334,0.0064,0.9863308190610913
0.0005333333333333334,0.0112,0.9841637793521603
0.0006666666666666666,0.0112,0.9840988084413707
0.0006666666666666666,0.016,0.9813713793916682
0.0008,0.016,0.9810312023442659
0.0008,0.0164,0.9810121703287041
0.0009333333333333333,0.0164,0.980719733445077
0.0009333333333333333,0.02,0.9792128076999453
0.0010666666666666667,0.02,0.9786099191902609
0.0010666666666666667,0.0248,0.9756377641384505
0.0012,0.0248,0.9756111281813934
0.0012,0.0264,0.975185958807304
0.0014666666666666667,0.0264,0.9750704052816312
0.0016,0.0264,0.9746961414889963
0.0016,0.0284,0.9733548826235017
0.0017333333333333333,0.0284,0.9733139986838283
0.0017333333333333333,0.032,0.9716317166081292
0.0018666666666666666,0.032,0.9714233848478357
0.0018666666666666666,0.036,0.9687977545738515
0.002,0.036,0.9684391908106043
0.002,0.0408,0.9650111508795437
0.0021333333333333334,0.0408,0.9647278286373256
0.0021333333333333334,0.0428,0.9642569696881531
0.002266666666666667,0.0428,0.9639457086305855
0.002266666666666667,0.0452,0.9628432534771408
0.0024,0.0452,0.9627483259534618
0.0024,0.048,0.9613434991853728
0.0026666666666666666,0.048,0.9604324933330094
0.0026666666666666666,0.0488,0.9601751437685633
0.0028,0.0488,0.9597310744188957
0.0028,0.0496,0.9595437895731563
0.0029333333333333334,0.0496,0.9595101249935412
0.0029333333333333334,0.0512,0.9591863914816783
0.0032,0.0512,0.9591290127709595
0.0032,0.0536,0.9578288801614031
0.0033333333333333335,0.0536,0.9577442841964708
0.0033333333333333335,0.0564,0.9559529216474858
0.0034666666666666665,0.0564,0.9557149203776076
0.0034666666666666665,0.0592,0.953945283494191
0.0037333333333333333,0.0592,0.9534074541815643
0.0037333333333333333,0.0608,0.9523514200694876
0.004,0.0608,0.9520405652800283
0.004,0.0616,0.9515468892713296
0.0041333333333333335,0.0616,0.951382001676428
0.0041333333333333335,0.0676,0.9486537490086017
0.004266666666666667,0.0676,0.9484143923833952
0.004266666666666667,0.0696,0.948014187353574
0.0044,0.0696,0.9479345753546935
0.0044,0.0712,0.9467515916984918
0.004533333333333334,0.0712,0.9462264338256428
0.004533333333333334,0.0716,0.9460589276245785
0.004666666666666667,0.0716,0.9460525104865408
0.004666666666666667,0.0756,0.943479180392353
0.0048,0.0756,0.9429931009828308
0.0048,0.08,0.9403967762286264
0.004933333333333333,0.08,0.9401380622475074
0.004933333333333333,0.0808,0.9398295164134232
