precision,recall,_
0.33817842378983864,1.0,8.514779923700102e-38
0.33809015737530007,0.9996056782334385,2.6221365913751127e-37
0.33813525410164064,0.9996056782334385,1.0168456613501028e-36
0.3381803628601921,0.9996056782334385,1.1222014231905101e-36
0.3380920613742495,0.999211356466877,1.54134687850094e-35
0.3381371764077929,0.999211356466877,1.4185429607116615e-34
0.3380488455892166,0.9988170347003155,2.3208645926060903e-34
0.33809396689802457,0.9988170347003155,2.62922201558822e-34
0.33800560672807367,0.998422712933754,2.868422718188574e-34
0.33791722296395194,0.9980283911671924,2.999529138802386e-34
0.33782881559620775,0.9976340694006309,3.680487276515227e-34
0.33787393162393164,0.9976340694006309,4.708348490835111e-34
0.33791905970348607,0.9976340694006309,5.432066842680295e-34
0.3379641998397008,0.9976340694006309,5.585503752951144e-34
0.337875751503006,0.9972397476340694,5.868134839217055e-34
0.3379208979155532,0.9972397476340694,7.23193006889413e-34
0.3379660563944942,0.9972397476340694,7.825071202172113e-34
0.3380112269446672,0.9972397476340694,8.022319154240093e-34
0.338056409570913,0.9972397476340694,8.991223127970248e-34
0.33810160427807484,0.9972397476340694,1.4715842963921363e-33
0.3381468110709988,0.9972397476340694,1.756880632427544e-33
0.3381920299545333,0.9972397476340694,1.895109951876614e-33
0.3382372609335295,0.9972397476340694,1.9686641231564185e-33
0.3382825040128411,0.9972397476340694,2.8840812672142365e-33
0.33832775919732444,0.9972397476340694,4.5291690808007194e-33
0.33837302649183837,0.9972397476340694,7.889487557913205e-33
0.3384183059012445,0.9972397476340694,7.951669005019796e-33
0.3384635974304068,0.9972397476340694,9.349504438880273e-33
0.3383750501940838,0.9968454258675079,9.504710835491094e-33
0.33842034805890225,0.9968454258675079,1.0124352846059893e-32
0.33846565805328693,0.9968454258675079,1.2759090455629613e-32
0.3383770755222282,0.9964511041009464,1.5065688082483323e-32
0.3384223918575064,0.9964511041009464,2.054073081495869e-32
0.33846772033217254,0.9964511041009464,2.848688601678916e-32
0.33851306095110517,0.9964511041009464,3.123711374227526e-32
0.33855841371918544,0.9964511041009464,6.189155844473493e-32
0.3384697842690607,0.9960567823343849,8.628792689343805e-32
0.33838113106405787,0.9956624605678234,1.0486822553544493e-31
0.3384264843854711,0.9956624605678234,1.059983928240995e-31
0.33847184986595175,0.9956624605678234,1.10365624701105e-31
0.33851722751039015,0.9956624605678234,1.1837070596537425e-31
0.33856261732367926,0.9956624605678234,1.3315174809080596e-31
0.33860801931071477,0.9956624605678234,1.4544967594956066e-31
0.33865343347639487,0.9956624605678234,1.85633150996262e-31
0.33869885982562037,0.9956624605678234,2.075110286758001e-31
0.3387442983632949,0.9956624605678234,2.5092365723387133e-31
0.3387897490943244,0.9956624605678234,3.3084105126774554e-31
0.3388352120236178,0.9956624605678234,3.376933369771069e-31
0.33888068715608644,0.9956624605678234,3.4926187059117636e-31
0.3389261744966443,0.9956624605678234,4.112172172368587e-31
0.33897167405020806,0.9956624605678234,4.698756548767897e-31
0.3390171858216971,0.9956624605678234,5.01992135371764e-31
0.3390627098160333,0.9956624605678234,5.5285949049399295e-31
0.33910824603814127,0.9956624605678234,7.229210323941212e-31
0.3391537944929483,0.9956624605678234,9.208356308183394e-31
0.3391993551853842,0.9956624605678234,9.58723694536303e-31
0.33924492812038154,0.9956624605678234,1.0030640937657043e-30
0.3392905133028756,0.9956624605678234,1.2577403051255926e-30
0.33933611073780406,0.9956624605678234,1.6695181391282454e-30
0.3393817204301075,0.9956624605678234,1.7356270010230102e-30
0.3394273423847291,0.9956624605678234,1.911456129465335e-30
0.3394729766066147,0.9956624605678234,2.801874668461797e-30
0.3395186231007127,0.9956624605678234,3.4136536503811516e-30
0.3395642818719742,0.9956624605678234,3.96559131820523e-30
0.33960995292535306,0.9956624605678234,3.9872828565202754e-30
0.33965563626580575,0.9956624605678234,4.093283858941834e-30
0.3397013318982914,0.9956624605678234,4.129607574777723e-30
0.3397470398277718,0.9956624605678234,4.1625360867702454e-30
0.3397927600592114,0.9956624605678234,4.963124852109637e-30
0.33983849259757737,0.9956624605678234,6.081086559741663e-30
0.3398842374478395,0.9956624605678234,6.454395353698402e-30
0.3397953688745288,0.9952681388012619,6.751155579371401e-30
0.3398411202369732,0.9952681388012619,7.314289971946384e-30
0.3398868839213574,0.9952681388012619,7.798030159513156e-30
0.3399326599326599,0.9952681388012619,9.47493209587643e-30
0.33997844827586204,0.9952681388012619,1.0363709644759144e-29
0.34002424895594774,0.9952681388012619,1.0414437586251366e-29
0.3400700619779035,0.9952681388012619,1.0526432669466637e-29
0.34011588734671877,0.9952681388012619,1.2060329793560852e-29
0.34016172506738546,0.9952681388012619,1.2435763505145686e-29
0.34020757514489824,0.9952681388012619,1.257160551311767e-29
0.3401186303585872,0.9948738170347003,1.4054631755606604e-29
0.3401644869893488,0.9948738170347003,1.549357075332953e-29
0.3400755124056095,0.9944794952681388,1.5791199152110272e-29
0.33998651382333106,0.9940851735015773,1.6705192841569537e-29
0.3400323711896412,0.9940851735015773,1.69580373506122e-29
0.3400782409280993,0.9940851735015773,1.7124716054869532e-29
0.3401241230437129,0.9940851735015773,1.7219568104630604e-29
0.3401700175414924,0.9940851735015773,1.819331828451279e-29
0.34021592442645077,0.9940851735015773,1.8573534471354057e-29
0.34026184370360374,0.9940851735015773,2.0455453907246506e-29
0.34030777537796975,0.9940851735015773,2.0651307440895767e-29
0.34035371945457,0.9940851735015773,2.3123426603612915e-29
0.34026465028355385,0.9936908517350158,2.3171815593465645e-29
0.3401755570560432,0.9932965299684543,2.3282216518262105e-29
