fpr,tpr,_
0.0,0.0,1.9992239794171054
0.0,0.0004,0.9992239794171055
0.0,0.0876,0.9804783412200981
0.00013333333333333334,0.0876,0.980454973824115
0.00013333333333333334,0.3116,0.9419493582524555
0.0002666666666666667,0.3116,0.9418048231808201
0.0002666666666666667,0.4156,0.9160222459252927
0.0004,0.4156,0.9158810440916102
0.0004,0.4424,0.909922211923036
0.0005333333333333334,0.4424,0.9098619755490847
0.0005333333333333334,0.4432,0.9096064356190805
0.0006666666666666666,0.4432,0.9095966650049329
0.0006666666666666666,0.502,0.8875959759892886
0.0008,0.502,0.8872324061413415
0.0008,0.5088,0.8839267187875558
0.0009333333333333333,0.5088,0.883823178427009
0.0009333333333333333,0.5104,0.8834336787514885
0.0010666666666666667,0.5104,0.8832207734660992
0.0010666666666666667,0.5392,0.872000296113005
0.0013333333333333333,0.5392,0.8718009720379096
0.0013333333333333333,0.5396,0.8717861567554869
0.0016,0.5396,0.87173380272943
0.0017333333333333333,0.5396,0.8717056549278462
0.0017333333333333333,0.5404,0.8714304714137109
0.0018666666666666666,0.5404,0.8713076659082251
0.0018666666666666666,0.552,0.865783222317311
0.002,0.552,0.8657317598558049
0.002,0.5768,0.8534059789048132
0.0021333333333333334,0.5768,0.8533251520185704
0.0021333333333333334,0.5776,0.8528412670335337
0.002266666666666667,0.5776,0.8528102360268677
0.002266666666666667,0.5936,0.8450404677229412
0.0024,0.5936,0.8450283068805543
0.0024,0.5984,0.8415343512709605
0.002533333333333333,0.5984,0.8415152263885629
0.002533333333333333,0.6088,0.8364127791864754
0.0026666666666666666,0.6088,0.8362607238991051
0.0026666666666666666,0.6124,0.8345992783314018
0.0029333333333333334,0.6124,0.8343499928725508
0.0029333333333333334,0.6168,0.8327941939521771
0.0030666666666666668,0.6168,0.8327003156490147
0.0030666666666666668,0.6192,0.8297825065325612
0.0032,0.6192,0.8297406468065994
0.0032,0.6212,0.8289387949511378
0.0034666666666666665,0.6212,0.8287494059689192
0.0034666666666666665,0.6224,0.8286111658984865
0.0036,0.6224,0.8285369607614456
0.0036,0.6244,0.826952426147118
0.0037333333333333333,0.6244,0.8268175887150958
0.0037333333333333333,0.6268,0.8248548266836451
0.0038666666666666667,0.6268,0.8245485526440463
0.0038666666666666667,0.6284,0.8236606083960889
0.004,0.6284,0.8231203997330042
0.004,0.634,0.8186579702060773
0.0041333333333333335,0.634,0.8185440357117977
0.0041333333333333335,0.6352,0.8181230058688919
0.004266666666666667,0.6352,0.8178869124771669
0.004266666666666667,0.6404,0.8135824115717979
0.0044,0.6404,0.8135773168901451
0.0044,0.648,0.8107636969100764
0.004533333333333334,0.648,0.8106474823317946
0.004533333333333334,0.652,0.8077236813369105
0.004666666666666667,0.652,0.8069245046102927
0.004666666666666667,0.6524,0.8066056597861266
0.0048,0.6524,0.8062398832903724
0.0048,0.6536,0.8053268357852044
0.005066666666666666,0.6536,0.8049597175201485
0.005066666666666666,0.6544,0.8044753465908702
0.0052,0.6544,0.8042359598567025
0.0052,0.6564,0.8028348853198741
0.005333333333333333,0.6564,0.8024533634638717
0.005333333333333333,0.6596,0.798885066325026
0.0054666666666666665,0.6596,0.7988436009375495
0.0054666666666666665,0.6664,0.7955470239027734
0.0056,0.6664,0.7951631898459527
0.0056,0.6692,0.7938378072807679
0.005733333333333333,0.6692,0.7933539163397952
0.005733333333333333,0.6724,0.7903899925248608
0.005866666666666667,0.6724,0.7898268728004451
0.005866666666666667,0.6756,0.7883377914088756
0.006,0.6756,0.7881858471251533
0.006,0.6768,0.7878805064850704
0.006266666666666667,0.6768,0.7872847168024022
0.006266666666666667,0.6796,0.7829763857133271
0.0064,0.6796,0.7829319092248948
0.0064,0.6856,0.7766435401921781
0.006533333333333334,0.6856,0.7766374735316636
0.006533333333333334,0.686,0.7762789672487042
0.006666666666666667,0.686,0.7762662932390383
0.006666666666666667,0.6872,0.7740263997412242
0.0068,0.6872,0.7730468328530944
0.0068,0.6884,0.7713087915849695
0.006933333333333333,0.6884,0.7710601068250154
0.006933333333333333,0.6952,0.7636093919202325
0.007066666666666666,0.6952,0.7635903973756483
0.007066666666666666,0.696,0.7635654407122902
0.0072,0.696,0.7633314804322535
0.0072,0.7,0.7573700121526639
0.007333333333333333,0.7,0.7569718876519942
0.007333333333333333,0.7004,0.756925665792064
0.0076,0.7004,0.7564298804238122
0.0076,0.7036,0.7526537987458083
0.007733333333333333,0.7036,0.7525725492497197
0.007733333333333333,0.7044,0.7511933473393239
0.007866666666666666,0.7044,0.7511426288839688
0.007866666666666666,0.7056,0.749792254998778
0.008,0.7056,0.7495097244442828
0.008,0.706,0.749406945816006
0.008133333333333333,0.706,0.7494001457573695
0.008133333333333333,0.7068,0.7489411469797759
0.008266666666666667,0.7068,0.7480960162191487
0.008266666666666667,0.7072,0.7471863511831415
0.0084,0.7072,0.7471088409433463
0.0084,0.7084,0.7466773082495004
0.008533333333333334,0.7084,0.7463090278178397
0.008533333333333334,0.7112,0.7440758313106419
0.0088,0.7112,0.7432831160100362
0.0088,0.7124,0.7425374674358052
0.008933333333333333,0.7124,0.7423197311453332
0.008933333333333333,0.7152,0.7405906569350544
0.0092,0.7152,0.7405029621017194
0.0092,0.7176,0.7388808980785008
0.009466666666666667,0.7176,0.7383293101986309
0.009466666666666667,0.7224,0.7324828170873415
0.0096,0.7224,0.7322299324680932
0.0096,0.7228,0.7319569368238443
0.009733333333333333,0.7228,0.7303452740886496
0.009733333333333333,0.7236,0.7301595250446777
0.01,0.7236,0.7293696862927895
0.01,0.7272,0.7232433470040468
0.010266666666666667,0.7272,0.7232201625013307
0.010266666666666667,0.7276,0.7214537496705609
0.0104,0.7276,0.7213401169180506
0.0104,0.7284,0.7205525966910654
0.010533333333333334,0.7284,0.7205004160008581
0.010533333333333334,0.7308,0.718140437603243
0.010666666666666666,0.7308,0.7178423597791781
0.010666666666666666,0.7316,0.7167362927359181
0.0108,0.7316,0.716294751486969
0.0108,0.7324,0.7153215285755905
0.010933333333333333,0.7324,0.7140549122228567
0.010933333333333333,0.7336,0.7135092647781378
0.011066666666666667,0.7336,0.713249917708739
0.011066666666666667,0.7348,0.7120174651012802
