precision,recall,_
0.33364473508608034,1.0,0.0009237265330739319
0.3335557928457021,0.9996,0.0009369977051392198
0.33360032038446136,0.9996,0.0009466845658607781
0.3336448598130841,0.9996,0.0010039274347946048
0.33368941113633327,0.9996,0.0011103653814643621
0.33373397435897434,0.9996,0.0011253232369199395
0.33377854948577534,0.9996,0.0011322761420160532
0.3338231365215068,0.9996,0.0012667858973145485
0.3338677354709419,0.9996,0.0012828301405534148
0.33391234633885625,0.9996,0.0013347282074391842
0.33395696913002804,0.9996,0.0014692106051370502
0.33400160384923816,0.9996,0.0016446671215817332
0.3340462505012699,0.9996,0.001762018888257444
0.3340909090909091,0.9996,0.0018500711303204298
0.33413557962294427,0.9996,0.001872432418167591
0.33418026210216634,0.9996,0.002403750317171216
0.334224956533369,0.9996,0.002415503840893507
0.3342696629213483,0.9996,0.0025338816922158003
0.334314381270903,0.9996,0.002607395639643073
0.33435911158683435,0.9996,0.0033923876471817493
0.3344038538739462,0.9996,0.0034004643093794584
0.33444860813704497,0.9996,0.0034348475746810436
0.3344933743809396,0.9996,0.0035807485692203045
0.33440428380187415,0.9992,0.004022086970508099
0.33444905609854064,0.9992,0.004313012585043907
0.33449384038564545,0.9992,0.004369767382740974
0.3345386366680059,0.9992,0.004384827800095081
0.334583444950442,0.9992,0.004411634057760239
0.3346282652377763,0.9992,0.0044341860339045525
0.3346730975348339,0.9992,0.004765718709677458
0.33471794184644243,0.9992,0.004860599525272846
0.3347627981774323,0.9992,0.005029353778809309
0.3348076665326364,0.9992,0.005051847547292709
0.3348525469168901,0.9992,0.005055717658251524
0.3348974393350315,0.9992,0.005244791973382235
0.3349423437919013,0.9992,0.00548524409532547
0.33498726029234277,0.9992,0.005580538883805275
0.33503218884120173,0.9992,0.005615933798253536
0.3350771294433266,0.9992,0.005677480250597
0.33512208210356853,0.9992,0.005828099325299263
0.33516704682678117,0.9992,0.005984560586512089
0.3352120236178207,0.9992,0.006073002237826586
0.3352570124815461,0.9992,0.006083796266466379
0.3353020134228188,0.9992,0.006084733176976442
0.3353470264465029,0.9992,0.006239042151719332
0.3353920515574651,0.9992,0.006418951787054539
0.3354370887605747,0.9992,0.0066736419685184956
0.33548213806070376,0.9992,0.006993376184254885
0.3355271994627267,0.9992,0.007226391229778528
0.3355722729715207,0.9992,0.0076465182937681675
0.3356173585919656,0.9992,0.0076911370269954205
0.3356624563289438,0.9992,0.007837892509996891
0.33570756618734043,0.9992,0.008072705939412117
0.335752688172043,0.9992,0.008198856376111507
0.3357978222879419,0.9992,0.008380104787647724
0.33570852379671956,0.9988,0.008468675427138805
0.3357536641118731,0.9988,0.00853950809687376
0.33579881656804733,0.9988,0.008625018410384655
0.33584398117014125,0.9988,0.008664370514452457
0.33588915792305624,0.9988,0.008714472874999046
0.3359343468316965,0.9988,0.008737727999687195
0.3359795479009688,0.9988,0.008815724402666092
0.3358901897456601,0.9984,0.008820708841085434
0.33593539703903097,0.9984,0.008828558027744293
0.33598061650289407,0.9984,0.009012678638100624
0.3360258481421648,0.9984,0.009145462885499
0.33607109196176116,0.9984,0.00925455056130886
0.33611634796660383,0.9984,0.009330207481980324
0.33616161616161616,0.9984,0.009413435123860836
0.33620689655172414,0.9984,0.009417490102350712
0.3362521891418564,0.9984,0.009438144974410534
0.33629749393694425,0.9984,0.009472980163991451
0.33620805821317884,0.998,0.009579474106431007
0.3362533692722372,0.998,0.009606095030903816
0.33629869254616523,0.998,0.00960890855640173
0.33634402803990293,0.998,0.009838909842073917
0.3363893757583929,0.998,0.0100483363494277
0.33629989212513484,0.9976,0.010130698792636395
0.3363452461227242,0.9976,0.010179022327065468
0.33639061235500406,0.9976,0.010269712656736374
0.33643599082692566,0.9976,0.010410957038402557
0.3364813815434431,0.9976,0.010419311933219433
0.3363918499527729,0.9972,0.010432731360197067
0.33643724696356275,0.9972,0.010595637373626232
0.33648265622891077,0.9972,0.010603914968669415
0.3363930885529158,0.9968,0.010807483457028866
0.33643850411772647,0.9968,0.010938488878309727
0.3363489062921955,0.9964,0.011230288073420525
0.33639432815665093,0.9964,0.011233068071305752
0.3364397622906537,0.9964,0.011384988203644753
0.33648520869917603,0.9964,0.011402283795177937
0.3363955687651986,0.996,0.011452261358499527
