precision,recall
0.25015009005403244,1.0
0.25007505253677575,0.9996
0.25010008006405127,0.9996
0.2501251126013412,0.9996
0.25015015015015013,0.9996
0.2501751927119832,0.9996
0.25020024028834603,0.9996
0.25022529288074497,0.9996
0.25025035049068695,0.9996
0.25027541311967955,0.9996
0.25020032051282054,0.9992
0.2502253831513573,0.9992
0.25025045081146063,0.9992
0.25027552349463983,0.9992
0.2503006012024048,0.9992
0.25032568393626614,0.9992
0.250350771697735,0.9992
0.25037586448832316,0.9992
0.2504009623095429,0.9992
0.2504260651629073,0.9992
0.2504511730499298,0.9992
0.25047628597212473,0.9992
0.25050140393100684,0.9992
0.25052652692809146,0.9992
0.2505516549648947,0.9992
0.2505767880429331,0.9992
0.250627069328785,0.9992
0.25065221753963474,0.9992
0.2506773707977923,0.9992
0.2507025291047772,0.9992
0.2507276924621098,0.9992
0.25065247942180285,0.9988
0.2506776428069471,0.9988
0.2507028112449799,0.9988
0.2507279847374234,0.9988
0.2507531632858004,0.9988
0.25077834689163403,0.9988
0.25080353555644835,0.9988
0.25082872928176797,0.9988
0.25085392806911794,0.9988
0.2508791319200241,0.9988
0.2509043408360129,0.9988
0.2509295548186112,0.9988
0.2509547738693467,0.9988
0.25097999798974774,0.9988
0.251005227181343,0.9988
0.251030461445662,0.9988
0.2510557007842349,0.9988
0.25108094519859225,0.9988
0.25110619469026546,0.9988
0.2511314492607865,0.9988
0.2511567089116878,0.9988
0.25118197364450257,0.9988
0.25120724346076456,0.9988
0.2512325183620083,0.9988
0.2512577983497686,0.9988
0.25128308342558114,0.9988
0.2513083735909823,0.9988
0.2513336688475088,0.9988
0.2513589691966982,0.9988
0.2513842746400886,0.9988
0.2514095851792187,0.9988
0.25143490081562786,0.9988
0.251460221550856,0.9988
0.25138483230939673,0.9984
0.25141015310233683,0.9984
0.25143547899667573,0.9984
0.25146080999395526,0.9984
0.2514861460957179,0.9984
0.25151148730350664,0.9984
0.25153683361886525,0.9984
0.25156218504333805,0.9984
0.2515875415784699,0.9984
0.25161290322580643,0.9984
0.2516382699868938,0.9984
0.2516636418632789,0.9984
0.251689018856509,0.9984
0.2517144009681323,0.9984
0.25173978819969745,0.9984
0.2517651805527537,0.9984
0.251790578028851,0.9984
0.25181598062953997,0.9984
0.2518413883563717,0.9984
0.2518668012108981,0.9984
0.25179130083762236,0.998
0.2518167137666532,0.998
0.25184213182598164,0.998
0.25176660609731477,0.9976
0.25179202423018676,0.9976
0.25181744749596124,0.9976
0.2517418963950318,0.9972
0.2517673197333872,0.9972
0.2517927482072518,0.9972
0.25181818181818183,0.9972
0.2518436205677341,0.9972
0.25186906445746615,0.9972
0.25189451348893604,0.9972
0.2519199676637025,0.9972
0.2519454269833249,0.9972
0.25197089144936324,0.9972
0.25199636106337814,0.9972
0.25202183582693083,0.9972
0.25204731574158323,0.9972
0.2520728008088979,0.9972
0.25209829103043785,0.9972
0.252123786407767,0.9972
0.2521492869424497,0.9972
0.25217479263605097,0.9972
0.25220030349013656,0.9972
0.25222581950627276,0.9972
0.2522513406860265,0.9972
0.2522768670309654,0.9972
0.25220119421111226,0.9968
0.2522267206477733,0.9968
0.25225225225225223,0.9968
0.25227778902611864,0.9968
0.2523033309709426,0.9968
0.25232887808829485,0.9968
0.2523544303797468,0.9968
0.25237998784687055,0.9968
0.25240555049123875,0.9968
0.25243111831442466,0.9968
0.25245669131800225,0.9968
0.2524822695035461,0.9968
0.2525078528726315,0.9968
0.2525334414268342,0.9968
0.2525590351677308,0.9968
0.25258463409689846,0.9968
0.25261023821591483,0.9968
0.2526358475263585,0.9968
0.2526614620298084,0.9968
0.25268708172784426,0.9968
0.2527127066220464,0.9968
0.2527383367139959,0.9968
0.2527639720052744,0.9968
0.252789612497464,0.9968
0.25281525819214773,0.9968
0.2528409090909091,0.9968
0.2528665651953323,0.9968
0.2528922265070022,0.9968
0.25291789302750434,0.9968
0.25294356475842467,0.9968
0.2529692417013501,0.9968
0.25299492385786804,0.9968
0.25302061122956643,0.9968
0.2530463038180341,0.9968
0.2530720016248604,0.9968
0.25309770465163517,0.9968
0.2531234128999492,0.9968
0.25314912637139375,0.9968
0.2531748450675607,0.9968
0.2532005689900427,0.9968
0.2532262981404329,0.9968
0.2532520325203252,0.9968
0.25327777213131414,0.9968
0.2533035169749949,0.9968
0.2533292670529633,0.9968
0.2533550223668158,0.9968
0.25338078291814947,0.9968
0.2534065487085621,0.9968
0.2534323197396522,0.9968
0.2534580960130187,0.9968
0.2534838775302614,0.9968
0.25350966429298066,0.9968
0.2535354563027775,0.9968
0.2535612535612536,0.9968
0.2535870560700112,0.9968
0.25361286383065335,0.9968
0.2536386768447837,0.9968
0.2536644951140065,0.9968
0.2536903186399267,0.9968
0.2537161474241499,0.9968
0.25374198146828225,0.9968
0.25376782077393073,0.9968
0.2537936653427029,0.9968
0.253819515176207,0.9968
0.25384537027605175,0.9968
0.25387123064384676,0.9968
0.2538970962812022,0.9968
0.25392296718972895,0.9968
0.2539488433710384,0.9968
0.25397472482674277,0.9968
0.25400061155845477,0.9968
0.254026503567788,0.9968
0.2540524008563564,0.9968
0.25407830342577487,0.9968
0.2541042112776588,0.9968
0.2541301244136243,0.9968
0.25415604283528814,0.9968
0.25418196654426767,0.9968
0.254207895542181,0.9968
0.2542338298306468,0.9968
0.2542597694112846,0.9968
0.2542857142857143,0.9968
0.2543116644555567,0.9968
0.25433761992243314,0.9968
0.2543635806879657,0.9968
0.25438954675377706,0.9968
0.25441551812149055,0.9968
0.25444149479273026,0.9968
0.2544674767691208,0.9968
0.25449346405228757,0.9968
0.2545194566438566,0.9968
0.2545454545454545,0.9968
0.25457145775870876,0.9968
0.25459746628524726,0.9968
0.25462348012669866,0.9968
0.25464949928469244,0.9968
0.25467552376085845,0.9968
0.2547015535568275,0.9968
0.2547275886742308,0.9968
0.25475362911470045,0.9968
0.25477967487986913,0.9968
0.25480572597137013,0.9968
0.25483178239083754,0.9968
0.2548578441399059,0.9968
0.2548839112202107,0.9968
0.2549099836333879,0.9968
0.25493606138107416,0.9968
0.2549621444649069,0.9968
0.2549882328865241,0.9968
0.25501432664756446,0.9968
0.2550404257496674,0.9968
0.2550665301944729,0.9968
0.25509263998362164,0.9968
0.2551187551187551,0.9968
0.25514487560151533,0.9968
0.25517100143354493,0.9968
0.255094726062468,0.9964
0.2551208521097911,0.9964
0.25514698350916726,0.9964
0.25517312026224137,0.9964
0.25519926237065876,0.9964
0.25522540983606556,0.9964
0.2552515626601086,0.9964
0.25527772084443534,0.9964
0.25530388439069385,0.9964
0.255330053300533,0.9964
0.25525371604305486,0.996
0.2552798851753127,0.996
0.2553060596739465,0.996
0.2553322395406071,0.996
0.255358424776946,0.996
0.2552820512820513,0.9956
0.25530823674222997,0.9956
0.25533442757488717,0.9956
0.2553606237816764,0.9956
0.255386825364252,0.9956
0.2554130323242689,0.9956
0.2554392446633826,0.9956
0.2554654623832495,0.9956
0.2554916854855266,0.9956
0.25551791397187146,0.9956
0.2555441478439425,0.9956
0.2555703871033987,0.9956
0.2555966317518998,0.9956
0.2556228817911061,0.9956
0.25564913722267874,0.9956
0.2556753980482794,0.9956
0.2557016642695706,0.9956
0.25572793588821535,0.9956
0.2557542129058775,0.9956
0.25578049532422154,0.9956
0.2558067831449126,0.9956
0.2558330763696166,0.9956
0.255859375,0.9956
0.25588567903773,0.9956
0.2559119884844746,0.9956
0.2559383033419023,0.9956
0.25596462361168243,0.9956
0.25599094929548494,0.9956
0.25601728039498045,0.9956
0.25604361691184035,0.9956
0.25606995884773665,0.9956
0.256096306204342,0.9956
0.2560197571516773,0.9952
0.25604610476484513,0.9952
0.25607245780156446,0.9952
0.25609881626351005,0.9952
0.2561251801523574,0.9952
0.25615154946978275,0.9952
0.25617792421746294,0.9952
0.2562043043970755,0.9952
0.25623069001029863,0.9952
0.2562570810588114,0.9952
0.25628347754429337,0.9952
0.2563098794684249,0.9952
0.2563362868328869,0.9952
0.25636269963936115,0.9952
0.2563891178895301,0.9952
0.2564155415850768,0.9952
0.256441970727685,0.9952
0.25646840531903925,0.9952
0.25649484536082473,0.9952
0.2565212908547273,0.9952
0.2565477418024335,0.9952
0.2565741982056306,0.9952
0.2566006600660066,0.9952
0.2566271273852501,0.9952
0.25665360016505057,0.9952
0.2566800784070979,0.9952
0.25670656211308296,0.9952
0.25673305128469714,0.9952
0.2567595459236326,0.9952
0.2567860460315822,0.9952
0.25681255161023947,0.9952
0.25683906266129863,0.9952
0.2568655791864547,0.9952
0.2568921011874032,0.9952
0.2569186286658406,0.9952
0.2569451616234638,0.9952
0.2569717000619707,0.9952
0.2569982439830596,0.9952
0.25702479338842976,0.9952
0.257051348279781,0.9952
0.2570779086588138,0.9952
0.2571044745272295,0.9952
0.2571310458867301,0.9952
0.2571576227390181,0.9952
0.257184205085797,0.9952
0.2572107929287708,0.9952
0.2572373862696443,0.9952
0.25726398511012305,0.9952
0.25729058945191313,0.9952
0.2573171992967215,0.9952
0.25734381464625566,0.9952
0.25737043550222405,0.9952
0.2573970618663356,0.9952
0.25742369374030005,0.9952
0.2574503311258278,0.9952
0.25747697402463005,0.9952
0.25750362243841857,0.9952
0.2575302763689059,0.9952
0.25755693581780537,0.9952
0.2574800704006626,0.9948
0.25750673017187825,0.9948
0.2574298436367402,0.9944
0.25745650372825185,0.9944
0.2574831693423097,0.9944
0.2575098404806298,0.9944
0.25753651714492903,0.9944
0.257563199336925,0.9944
0.2575898870583359,0.9944
0.2576165803108808,0.9944
0.25764327909627943,0.9944
0.2576699834162521,0.9944
0.2576966932725199,0.9944
0.2577234086668049,0.9944
0.25775012960082944,0.9944
