fpr,tpr
0.0,0.0
0.0,0.0004
0.0,0.0132
0.00013333333333333334,0.0132
0.00013333333333333334,0.016
0.0002666666666666667,0.016
0.0002666666666666667,0.0348
0.0004,0.0348
0.0004,0.0352
0.0005333333333333334,0.0352
0.0005333333333333334,0.0648
0.0006666666666666666,0.0648
0.0006666666666666666,0.0728
0.0008,0.0728
0.0008,0.0768
0.0009333333333333333,0.0768
0.0009333333333333333,0.082
0.0010666666666666667,0.082
0.0010666666666666667,0.092
0.0012,0.092
0.0012,0.0924
0.0013333333333333333,0.0924
0.0013333333333333333,0.096
0.0014666666666666667,0.096
0.0014666666666666667,0.098
0.0016,0.098
0.0016,0.1072
0.0017333333333333333,0.1072
0.0017333333333333333,0.1096
0.0017333333333333333,0.1104
0.0017333333333333333,0.1144
0.0018666666666666666,0.1144
0.0018666666666666666,0.1184
0.002,0.1184
0.002,0.1264
0.0021333333333333334,0.1264
0.0021333333333333334,0.134
0.002266666666666667,0.134
0.002266666666666667,0.1356
0.0024,0.1356
0.0024,0.1364
0.002533333333333333,0.1364
0.002533333333333333,0.1388
0.0026666666666666666,0.1388
0.0026666666666666666,0.1444
0.0028,0.1444
0.0028,0.15
0.0028,0.1508
0.0028,0.1544
0.0029333333333333334,0.1544
0.0029333333333333334,0.158
0.0032,0.158
0.0033333333333333335,0.158
0.0033333333333333335,0.16
0.0034666666666666665,0.16
0.0034666666666666665,0.1612
0.0036,0.1612
0.0036,0.1736
0.0037333333333333333,0.1736
0.0037333333333333333,0.1788
0.0038666666666666667,0.1788
0.0038666666666666667,0.1852
0.004,0.1852
0.004,0.1872
0.0041333333333333335,0.1872
0.0041333333333333335,0.192
0.004266666666666667,0.192
0.004266666666666667,0.2196
0.0044,0.2196
0.0044,0.2204
0.0044,0.2208
0.004533333333333334,0.2208
0.004533333333333334,0.2264
0.0048,0.2264
0.0048,0.2284
0.004933333333333333,0.2284
0.004933333333333333,0.2292
0.005333333333333333,0.2292
0.005333333333333333,0.2356
0.0054666666666666665,0.2356
0.0054666666666666665,0.2384
0.0056,0.2384
0.0056,0.24
0.005733333333333333,0.24
0.005733333333333333,0.2428
0.005866666666666667,0.2428
0.005866666666666667,0.2528
0.0061333333333333335,0.2528
0.0061333333333333335,0.2556
0.006266666666666667,0.2556
0.006266666666666667,0.2764
0.0064,0.2764
0.0064,0.2828
0.006533333333333334,0.2828
0.006533333333333334,0.2852
0.006666666666666667,0.2852
0.006666666666666667,0.29
0.0068,0.29
0.0068,0.2912
0.007066666666666666,0.2912
0.007066666666666666,0.2952
0.007333333333333333,0.2952
0.007333333333333333,0.2992
0.007466666666666667,0.2992
0.007466666666666667,0.3044
0.0076,0.3044
0.0076,0.3056
0.0076,0.3064
0.0076,0.3084
0.007733333333333333,0.3084
0.007733333333333333,0.3112
0.007866666666666666,0.3112
0.007866666666666666,0.3136
0.008,0.3136
0.008,0.3156
0.008133333333333333,0.3156
0.008133333333333333,0.3168
0.008266666666666667,0.3168
0.008266666666666667,0.3204
0.0084,0.3204
0.0084,0.3224
0.008533333333333334,0.3224
0.008533333333333334,0.326
0.008533333333333334,0.3268
0.008533333333333334,0.3324
0.008666666666666666,0.3324
0.008666666666666666,0.3348
0.0088,0.3348
0.0088,0.3364
0.009066666666666667,0.3364
0.009066666666666667,0.3376
0.0092,0.3376
0.0092,0.3428
0.009466666666666667,0.3428
0.009466666666666667,0.3448
0.0096,0.3448
0.0096,0.3452
0.009733333333333333,0.3452
0.009733333333333333,0.3528
0.01,0.3528
0.01,0.3548
0.010133333333333333,0.3548
0.010133333333333333,0.3588
0.010266666666666667,0.3588
0.010266666666666667,0.37
0.0104,0.37
0.0104,0.3736
0.010533333333333334,0.3736
0.010533333333333334,0.3744
0.010666666666666666,0.3744
0.010666666666666666,0.3816
0.0108,0.3816
0.0108,0.382
0.010933333333333333,0.382
0.010933333333333333,0.3876
0.011066666666666667,0.3876
0.011066666666666667,0.3896
0.0112,0.3896
0.0112,0.3912
0.011333333333333334,0.3912
0.011333333333333334,0.396
0.0116,0.396
0.0116,0.3968
0.011733333333333333,0.3968
0.011733333333333333,0.398
0.011866666666666666,0.398
0.011866666666666666,0.4096
0.012133333333333333,0.4096
0.012133333333333333,0.4136
0.012266666666666667,0.4136
0.012266666666666667,0.4172
0.0124,0.4172
0.0124,0.42
0.012533333333333334,0.42
0.012533333333333334,0.4248
0.012666666666666666,0.4248
0.012666666666666666,0.4252
0.0128,0.4252
0.0128,0.428
0.012933333333333333,0.428
0.012933333333333333,0.4324
0.0132,0.4324
0.0132,0.4332
0.013333333333333334,0.4332
0.013333333333333334,0.4372
0.013466666666666667,0.4372
0.013466666666666667,0.4444
0.0136,0.4444
0.0136,0.4524
0.013733333333333334,0.4524
0.013733333333333334,0.46
0.014,0.46
0.014,0.468
0.014133333333333333,0.468
0.014133333333333333,0.4716
0.014266666666666667,0.4716
