u1	i131	1
u1	i152	1
u1	i219	1
u1	i327	1
u1	i328	1
u1	i347	1
u2	i87	1
u2	i89	1
u2	i116	1
u2	i118	1
u2	i120	1
u2	i121	1
u2	i126	1
u2	i245	1
u2	i254	1
u2	i377	1
u2	i382	1
u3	i106	1
u3	i107	1
u3	i109	1
u3	i111	1
u4	i76	1
u4	i236	1
u4	i324	1
u4	i350	1
u4	i373	1
u4	i392	1
u5	i384	1
u5	i385	1
u5	i386	1
u5	i387	1
u5	i388	1
u5	i389	1
u6	i28	1
u6	i29	1
u6	i30	1
u6	i31	1
u6	i32	1
u6	i33	1
u6	i34	1
u6	i35	1
u6	i37	1
u7	i13	1
u7	i14	1
u7	i15	1
u7	i16	1
u7	i17	1
u7	i18	1
u7	i19	1
u7	i28	1
u7	i33	1
u7	i34	1
u7	i35	1
u7	i55	1
u8	i13	1
u8	i14	1
u8	i15	1
u8	i16	1
u8	i17	1
u8	i18	1
u8	i19	1
u8	i28	1
u8	i29	1
u8	i30	1
u8	i33	1
u8	i34	1
u8	i35	1
u8	i36	1
u9	i13	1
u9	i14	1
u9	i15	1
u9	i16	1
u9	i17	1
u9	i18	1
u9	i19	1
u9	i27	1
u9	i28	1
u9	i33	1
u9	i35	1
u9	i36	1
u9	i37	1
u10	i2	1
u10	i10	1
u10	i11	1
u10	i12	1
u10	i16	1
u10	i17	1
u10	i18	1
u10	i19	1
u10	i27	1
u10	i28	1
u10	i29	1
u10	i30	1
u10	i31	1
u10	i32	1
u10	i33	1
u10	i34	1
u10	i35	1
u10	i36	1
u10	i37	1
u10	i50	1
u11	i16	1
u11	i17	1
u11	i18	1
u11	i19	1
u11	i27	1
u11	i28	1
u11	i30	1
u11	i33	1
u11	i34	1
u11	i37	1
u12	i10	1
u12	i11	1
u12	i12	1
u12	i16	1
u12	i28	1
u12	i29	1
u12	i30	1
u12	i33	1
u12	i34	1
u12	i35	1
u12	i37	1
u13	i12	1
u13	i13	1
u13	i14	1
u13	i15	1
u13	i16	1
u13	i17	1
u13	i18	1
u13	i19	1
u13	i28	1
u13	i29	1
u13	i30	1
u13	i33	1
u13	i34	1
u13	i35	1
u13	i36	1
u14	i29	1
u14	i30	1
u14	i31	1
u14	i32	1
u14	i33	1
u14	i34	1
u14	i35	1
u14	i36	1
u14	i37	1
u15	i28	1
u15	i29	1
u15	i30	1
u15	i31	1
u15	i32	1
u15	i33	1
u15	i34	1
u15	i35	1
u15	i36	1
u15	i37	1
u16	i29	1
u16	i30	1
u16	i31	1
u16	i32	1
u16	i33	1
u16	i34	1
u16	i35	1
u16	i36	1
u16	i37	1
u17	i17	1
u17	i27	1
u17	i28	1
u17	i29	1
u17	i30	1
u17	i31	1
u17	i32	1
u17	i33	1
u17	i35	1
u17	i36	1
u17	i37	1
u18	i13	1
u18	i14	1
u18	i15	1
u18	i16	1
u18	i17	1
u18	i18	1
u18	i19	1
u18	i28	1
u18	i29	1
u18	i30	1
u18	i33	1
u18	i34	1
u18	i35	1
u19	i10	1
u19	i11	1
u19	i12	1
u19	i17	1
u19	i18	1
u19	i27	1
u19	i28	1
u19	i29	1
u19	i30	1
u19	i31	1
u19	i32	1
u19	i33	1
u19	i35	1
u19	i36	1
u19	i37	1
u20	i10	1
u20	i11	1
u20	i12	1
u20	i28	1
u20	i29	1
u20	i30	1
u20	i33	1
u20	i34	1
u20	i35	1
u20	i36	1
u20	i37	1
u21	i12	1
u21	i14	1
u21	i15	1
u21	i17	1
u21	i18	1
u21	i19	1
u21	i28	1
u21	i29	1
u21	i30	1
u21	i33	1
u21	i34	1
u21	i35	1
u22	i17	1
u22	i18	1
u22	i19	1
u22	i27	1
u22	i28	1
u22	i29	1
u22	i30	1
u22	i31	1
u22	i32	1
u22	i33	1
u22	i35	1
u23	i10	1
u23	i11	1
u23	i12	1
u23	i16	1
u23	i18	1
u23	i19	1
u23	i28	1
u23	i30	1
u23	i33	1
u23	i34	1
u23	i35	1
u23	i37	1
u24	i12	1
u24	i13	1
u24	i14	1
u24	i15	1
u24	i17	1
u24	i18	1
u24	i19	1
u24	i28	1
u24	i29	1
u24	i30	1
u24	i33	1
u24	i34	1
u24	i35	1
u25	i2	1
u25	i3	1
u25	i4	1
u25	i5	1
u25	i6	1
u25	i28	1
u25	i29	1
u25	i30	1
u25	i31	1
u25	i32	1
u25	i33	1
u25	i34	1
u25	i35	1
u25	i36	1
u25	i37	1
u26	i17	1
u26	i27	1
u26	i28	1
u26	i29	1
u26	i30	1
u26	i31	1
u26	i33	1
u26	i35	1
u26	i37	1
u26	i52	1
u27	i14	1
u27	i17	1
u27	i18	1
u27	i19	1
u27	i27	1
u27	i28	1
u27	i29	1
u27	i30	1
u27	i31	1
u27	i33	1
u27	i35	1
u27	i36	1
u27	i37	1
u27	i51	1
u27	i52	1
u28	i16	1
u28	i28	1
u28	i29	1
u28	i30	1
u28	i31	1
u28	i32	1
u28	i33	1
u28	i34	1
u28	i35	1
u28	i36	1
u28	i37	1
u29	i7	1
u29	i8	1
u29	i56	1
u30	i49	1
u30	i53	1
u31	i12	1
u31	i13	1
u31	i14	1
u31	i15	1
u31	i16	1
u31	i17	1
u31	i18	1
u31	i19	1
u31	i28	1
u31	i29	1
u31	i30	1
u31	i33	1
u31	i34	1
u31	i35	1
u32	i2	1
u32	i3	1
u32	i5	1
u33	i2	1
u33	i3	1
u33	i4	1
u33	i5	1
u33	i6	1
u34	i13	1
u34	i14	1
u34	i15	1
u34	i28	1
u34	i29	1
u34	i30	1
u34	i31	1
u34	i32	1
u34	i34	1
u34	i37	1
u35	i22	1
u35	i23	1
u35	i24	1
u35	i25	1
u36	i22	1
u36	i23	1
u36	i24	1
u36	i25	1
u37	i9	1
u37	i21	1
u37	i41	1
u37	i42	1
u37	i44	1
u38	i21	1
u38	i41	1
u38	i42	1
u38	i44	1
u39	i9	1
u39	i21	1
u39	i41	1
u39	i42	1
u39	i44	1
u40	i20	1
u40	i40	1
u40	i54	1
u41	i79	1
u41	i118	1
u41	i119	1
u41	i191	1
u41	i194	1
u41	i219	1
u41	i236	1
u41	i328	1
u41	i352	1
u41	i382	1
u42	i87	1
u42	i194	1
u42	i254	1
u42	i255	1
u42	i257	1
u42	i346	1
u42	i353	1
u42	i368	1
u42	i369	1
u42	i382	1
u43	i177	1
u43	i178	1
u43	i179	1
u43	i180	1
u43	i181	1
u43	i182	1
u43	i183	1
u43	i184	1
u43	i185	1
u43	i186	1
u44	i94	1
u44	i200	1
u44	i203	1
u44	i232	1
u44	i242	1
u44	i254	1
u44	i255	1
u44	i257	1
u44	i346	1
u44	i353	1
u44	i367	1
u44	i368	1
u44	i369	1
u45	i1	1
u45	i21	1
u45	i26	1
u45	i39	1
u45	i57	1
u46	i26	1
u46	i57	1
u47	i21	1
u47	i41	1
u47	i43	1
u47	i44	1
u48	i41	1
u49	i76	1
u49	i78	1
u49	i121	1
u49	i191	1
u49	i194	1
u49	i219	1
u49	i232	1
u49	i236	1
u49	i328	1
u49	i368	1
u49	i369	1
u50	i78	1
u50	i86	1
u50	i94	1
u50	i121	1
u50	i137	1
u50	i194	1
u50	i218	1
u50	i253	1
u50	i259	1
u50	i261	1
u50	i324	1
u50	i331	1
u50	i352	1
u50	i382	1
u51	i76	1
u51	i105	1
u51	i116	1
u51	i119	1
u51	i173	1
u51	i194	1
u51	i236	1
u51	i243	1
u51	i245	1
u51	i324	1
u51	i355	1
u51	i377	1
u51	i392	1
u51	i393	1
u52	i82	1
u52	i94	1
u52	i100	1
u52	i141	1
u52	i218	1
u52	i236	1
u52	i325	1
u52	i326	1
u52	i327	1
u52	i328	1
u52	i352	1
u52	i398	1
u53	i76	1
u53	i78	1
u53	i82	1
u53	i191	1
u53	i194	1
u53	i219	1
u53	i236	1
u53	i328	1
u53	i382	1
u53	i393	1
u54	i71	1
u54	i83	1
u54	i84	1
u54	i94	1
u54	i100	1
u54	i141	1
u54	i152	1
u54	i219	1
u54	i325	1
u54	i326	1
u54	i327	1
u54	i328	1
u54	i347	1
u54	i352	1
u54	i398	1
u55	i20	1
u56	i20	1
u56	i40	1
u56	i54	1
u57	i45	1
u57	i46	1
u57	i47	1
u57	i48	1
u58	i1	1
u58	i9	1
u58	i21	1
u58	i38	1
u58	i39	1
u58	i57	1
u59	i9	1
