precision,recall,_
0.3335112059765208,1.0,0.02895662195619034
0.333422281521014,0.9996,0.029119229949036554
0.333466773418735,0.9996,0.029626779207155646
0.33351127719204593,0.9996,0.030344225141625793
0.3335557928457021,0.9996,0.03063173862657071
0.33360032038446136,0.9996,0.03205707291946722
0.3336448598130841,0.9996,0.033479064376168724
0.33368941113633327,0.9996,0.03391871401189323
0.33373397435897434,0.9996,0.034044371466614945
0.33377854948577534,0.9996,0.03504859551144799
0.33368955383382315,0.9992,0.035074691049603285
0.33373413493653975,0.9992,0.03555426935450708
0.3337787279529663,0.9992,0.0365847414432623
0.3338233328878792,0.9992,0.036679012140238845
0.3338679497460572,0.9992,0.03690001278576583
0.3339125785322818,0.9992,0.03695738591566747
0.3339572192513369,0.9992,0.037039505110622664
0.3340018719080091,0.9992,0.03708728233846592
0.33404653650708743,0.9992,0.03726047891294861
0.33409121305336364,0.9992,0.03736637054815576
0.33413590155163186,0.9992,0.03744668679171423
0.334180602006689,0.9992,0.03755347227556294
0.33422531442333425,0.9992,0.037933563126123615
0.334136223738793,0.9988,0.037978834023428616
0.3341809421841542,0.9988,0.03824599481946664
0.3342256726007228,0.9988,0.03888516728814897
0.33427041499330656,0.9988,0.03931927668116828
0.33431516936671574,0.9988,0.039403303768413826
0.3343599357257633,0.9988,0.039504456815906114
0.3344047140752645,0.9988,0.039712537998949776
0.3344495044200375,0.9988,0.03972148241716371
0.3344943067649029,0.9988,0.03972513124702177
0.3345391211146838,0.9988,0.039837151270322925
0.33458394747420606,0.9988,0.039903003405489294
0.334628785848298,0.9988,0.03991211585856757
0.3345396059509449,0.9984,0.03993196818816443
0.3345844504021448,0.9984,0.04023865373903788
0.33449524064888053,0.998,0.040344067831165925
0.3345400911772593,0.998,0.040358396680127376
0.3345849537347459,0.998,0.040425909235519544
0.33462982832618027,0.998,0.04048247850789287
0.3346747149564051,0.998,0.040488938512505186
0.33471961363026564,0.998,0.040663669890458096
0.33476452435260967,0.998,0.04106307689279264
0.3348094471282877,0.998,0.04125552997072793
0.3348543819621527,0.998,0.04151468047514191
0.33489932885906043,0.998,0.041617352726020025
0.334944287823869,0.998,0.0417815379497716
0.33485499462943075,0.9976,0.041841078071954634
0.3348999597153216,0.9976,0.042658887859138975
0.3349449368788611,0.9976,0.04282297880868199
0.33498992612491607,0.9976,0.043092539029918546
0.3350349274583557,0.9976,0.04317069395346672
0.33507994088405213,0.9976,0.04320812743382578
0.3351249664068799,0.9976,0.04324956488999645
0.33517000403171615,0.9976,0.043370914445018484
0.3350806451612903,0.9972,0.04366495598751181
0.33512568893668504,0.9972,0.04373944701567903
0.3351707448238774,0.9972,0.044163027235124844
0.33521581282775315,0.9972,0.04425558368818254
0.33526089295320066,0.9972,0.04445642143236915
0.33530598520511096,0.9972,0.044491059792824895
0.3353510895883777,0.9972,0.04452391078174756
0.3353962061078972,0.9972,0.044594932341984826
0.33544133476856836,0.9972,0.044839405036197204
0.3354864755752927,0.9972,0.044937127177775475
0.3353970390309556,0.9968,0.045201202416203234
0.3354421860277292,0.9968,0.0454200800998796
0.33548734518039847,0.9968,0.04557597606744103
0.3355325164938737,0.9968,0.04574443195044809
0.3355776999730676,0.9968,0.045874593123996124
0.3356228956228956,0.9968,0.04608773239418624
0.33566810344827586,0.9968,0.046216203544454285
0.3355786070321972,0.9964,0.04626220685002456
0.3356238210724872,0.9964,0.04635949247533372
0.3356690472982078,0.9964,0.04668821395458957
0.3357142857142857,0.9964,0.046922611064896494
0.33575953632565037,0.9964,0.047011291104426936
0.33580479913723377,0.9964,0.047041032607218695
0.3358500741539706,0.9964,0.047061369080129034
0.3358953613807983,0.9964,0.04712054857453889
0.3359406608226568,0.9964,0.04723663816970716
0.3359859724844888,0.9964,0.04780176210148311
0.3358963982193444,0.996,0.04805236145181101
0.33580679978413386,0.9956,0.04821209621610854
0.335852111725813,0.9956,0.04836959081321101
0.33589743589743587,0.9956,0.04859438730254691
0.33594277230395464,0.9956,0.048819849937284436
0.335988120950324,0.9956,0.04882463196027028
0.3360334818415013,0.9956,0.0490070908714064
0.3359438293275722,0.9952,0.049060907325432904
0.3358541525995949,0.9948,0.04913181618955401
0.3358995137763371,0.9948,0.04922757916040485
0.3359448872078887,0.9948,0.04951537854723634
0.3359902728992164,0.9948,0.049993668773697104
0.33603567085528985,0.9948,0.0500782002196348
0.3360810810810811,0.9948,0.05011074094178784
0.3361265035815651,0.9948,0.05014116373255888
0.3361719383617194,0.9948,0.05019193052290193
0.33621738542652424,0.9948,0.0502358350481529
0.3362628447809627,0.9948,0.05027266074129484
0.3363083164300203,0.9948,0.05029816305259799
0.3363538003786854,0.9948,0.05031367363912724
0.3363992966319491,0.9948,0.05095550886146865
0.3364448051948052,0.9948,0.051184990429819166
0.33649032607225005,0.9948,0.05133101157604451
0.3365358592692828,0.9948,0.051350080948203244
0.3365814047909054,0.9948,0.051398228740387325
0.3366269626421224,0.9948,0.051638695394546914
0.33667253282794096,0.9948,0.051750869600264544
0.33671811535337126,0.9948,0.05187845637807426
0.3367637102234259,0.9948,0.0519371131599862
0.33680931744312026,0.9948,0.052118901199270304
0.3368549370174726,0.9948,0.052176143751453095
0.33690056895150367,0.9948,0.05217841901637642
0.33681073025335323,0.9944,0.05223703196642478
0.3368563685636856,0.9944,0.05230155021033868
0.3369020192438,0.9944,0.052385823531184844
0.33694768229872596,0.9944,0.052526343219057185
0.336993357733496,0.9944,0.05252943286928342
0.33703904555314534,0.9944,0.05267483607232372
0.33708474576271186,0.9944,0.052828812752955194
0.33713045836723626,0.9944,0.05292611977507144
0.3371761833717618,0.9944,0.053034367319593434
0.3372219207813348,0.9944,0.053153816739017666
0.33726767060100393,0.9944,0.05322901646222874
0.3373134328358209,0.9944,0.05324457902383375
0.33735920749084003,0.9944,0.05346144832844381
0.33740499457111833,0.9944,0.05353431484624638
0.33745079408171574,0.9944,0.05381910915973543
0.3374966060276948,0.9944,0.05387389453522758
0.33754243041412085,0.9944,0.05388128316723784
0.33758826724606195,0.9944,0.0539620841262864
0.3376341165285889,0.9944,0.05397762100355134
0.3376799782667753,0.9944,0.0539928507296732
0.3377258524656976,0.9944,0.054017655380140896
0.3377717391304348,0.9944,0.05415616040920101
0.33781763826606875,0.9944,0.0542140427870442
0.33786354987768413,0.9944,0.0543250402137901
0.33790947397036836,0.9944,0.05440245773797652
0.3379554105492115,0.9944,0.05450847721692678
0.3380013596193066,0.9944,0.0545389159382219
0.33804732118574926,0.9944,0.05455242794182423
0.33809329525363796,0.9944,0.05456465323523193
0.338139281828074,0.9944,0.054666038893154974
0.33818528091416133,0.9944,0.05466973949355128
0.3382312925170068,0.9944,0.05471090715021778
0.33827731664171995,0.9944,0.05477484178973536
0.3383233532934132,0.9944,0.05480885651859167
0.3383694024772016,0.9944,0.054889300871743894
0.3384154641982031,0.9944,0.0549160382889177
0.33832539142273654,0.994,0.05503131047391737
0.3383714596949891,0.994,0.055080107018554696
0.33841754051477596,0.994,0.05524156059117386
0.33846363388722417,0.994,0.05559958533107361
0.3385097398174636,0.994,0.055639093049764485
0.3385558583106267,0.994,0.055763523922059875
0.33860198937184904,0.994,0.05577559512392436
0.3386481330062687,0.994,0.05577831381725998
0.33869428921902683,0.994,0.056132772802073315
0.3387404580152672,0.994,0.05619735747686415
0.3387866394001363,0.994,0.056216899114465195
0.3388328333787837,0.994,0.05624982665923028
0.33887903995636165,0.994,0.056418729951039026
0.33878887070376434,0.9936,0.05651823604224533
0.33883508389032874,0.9936,0.05655319217581156
0.338881309686221,0.9936,0.05669499391792874
0.3389275480966025,0.9936,0.056765863162873006
0.33897379912663755,0.9936,0.05676827812651756
0.3390200627814931,0.9936,0.05684951785950804
0.3389298389298389,0.9932,0.05700727466449844
0.3389761092150171,0.9932,0.05711196261462402
0.3390223921354451,0.9932,0.05714595782821553
0.33906868769629933,0.9932,0.05717241651188622
0.3391149959027588,0.9932,0.057236973063436614
0.33916131676000544,0.9932,0.057397472131248205
0.339207650273224,0.9932,0.05740348948738599
0.3392539964476021,0.9932,0.0575913599326503
0.33916370593058215,0.9928,0.05764701174793528
0.33921005876725435,0.9928,0.057647885774706295
0.3392564242755604,0.9928,0.057779376134467535
0.3393028024606972,0.9928,0.057797325720337835
0.3393491933278644,0.9928,0.05785099598316203
0.33939559688226445,0.9928,0.05800354332060183
0.3394420131291028,0.9928,0.05802955584565799
0.3393516618793599,0.9924,0.058129446724651555
0.33939808481532147,0.9924,0.058144281955288736
0.3394445204542345,0.9924,0.05816117225042389
0.33949096880131363,0.9924,0.05816270484751682
0.3395374298617764,0.9924,0.05823535932284925
0.3395839036408431,0.9924,0.058288866812223554
0.3396303901437372,0.9924,0.058305693920588826
0.3396768893756846,0.9924,0.058367814374814725
0.33972340134191426,0.9924,0.05850846687888747
0.33976992604765816,0.9924,0.05863485582500583
0.3398164634981509,0.9924,0.05884731968191222
0.33986301369863015,0.9924,0.05887985168766279
0.3399095766543362,0.9924,0.05895458534865862
0.33995615237051247,0.9924,0.05913948010019701
0.3400027408524051,0.9924,0.059160234582465845
0.34004934210526316,0.9924,0.05917350060525159
0.3400959561343386,0.9924,0.059226392408973
0.3401425829448862,0.9924,0.05924767874035243
0.3401892225421637,0.9924,0.05929035025328947
0.3402358749314317,0.9924,0.05930271929885395
0.34028254011795367,0.9924,0.0593218128940453
0.3403292181069959,0.9924,0.05948592053399999
0.3403759089038277,0.9924,0.05960675432988509
0.3404226125137212,0.9924,0.05961252916765327
0.3404693289419514,0.9924,0.0596598109682113
0.3405160581937963,0.9924,0.059680952537022235
0.3405628002745367,0.9924,0.059708948852973266
0.34060955518945635,0.9924,0.059714721415820446
0.34065632294384185,0.9924,0.05971491636357267
0.3405657786322439,0.992,0.05974646698501343
0.34061255322071143,0.992,0.05983038228412532
0.34065934065934067,0.992,0.05989261840340383
0.34070614095342766,0.992,0.05990131598373567
0.3407529541082715,0.992,0.060266620486088704
0.3407997801291741,0.992,0.06027436907275554
0.34084661902144037,0.992,0.060315557213626254
0.340893470790378,0.992,0.0603385432327072
0.34080285949958755,0.9916,0.060392723759309305
0.3408497181355699,0.9916,0.06046526051672354
0.34075907590759075,0.9912,0.060487487995933946
0.3408059414110851,0.9912,0.06052241780029176
0.34085281980742776,0.9912,0.06052938335928127
0.34089971110193973,0.9912,0.06059032309670619
0.34094661529994497,0.9912,0.06065815918789397
0.3409935324067703,0.9912,0.06065924545634938
0.3409028351224883,0.9908,0.06077866666323665
0.340949759119064,0.9908,0.06086647748733033
0.3409966960352423,0.9908,0.06089352025863874
0.34104364587635966,0.9908,0.06093063151853292
0.3410906086477554,0.9908,0.060968469743053165
0.3411375843547721,0.9908,0.06104904136099754
0.34118457300275484,0.9908,0.06121627583014136
0.34123157459705195,0.9908,0.061254226791789254
0.3412785891430146,0.9908,0.061270092171441366
0.341325616645997,0.9908,0.06127511583515771
0.3413726571113561,0.9908,0.06135169650742484
0.34128187456926257,0.9904,0.061360372697974605
0.34132892197408327,0.9904,0.061428091415679086
0.3413759823521302,0.9904,0.06159630287840719
0.34142305570877,0.9904,0.061604591285240366
0.3414701420493725,0.9904,0.0616427178562504
0.34151724137931033,0.9904,0.06167075974517687
0.34142640364188165,0.99,0.06167735094046745
0.34147350993377484,0.99,0.06168358384273453
0.34152062922588655,0.99,0.061730206917797494
0.34156776152359924,0.99,0.06188924290700869
0.3414768806073154,0.9896,0.06193905304977563
0.3413859745996687,0.9892,0.06198765307955726
0.341433107828248,0.9892,0.06208414308237768
0.3414802540734604,0.9892,0.062105059946305045
0.3415274133406988,0.9892,0.06218129225364977
0.34157458563535914,0.9892,0.06219061214773156
0.3416217709628402,0.9892,0.06223066358583689
0.3416689693285438,0.9892,0.06224989285513945
0.3417161807378748,0.9892,0.062255767265475936
0.34176340519624104,0.9892,0.06230768826219981
0.3418106427090532,0.9892,0.06247028331986067
0.34185789328172517,0.9892,0.06292123621177143
0.3419051569196737,0.9892,0.06306074924491846
0.34195243362831856,0.9892,0.06306089125226932
0.34199972341308255,0.9892,0.06320740620092584
