(-)-EPICATECHIN,-0.0075837784,-0.041308008,0.035872474,0.02769397,0.23741262,-0.07229076,0.029493704,-0.12240873,-0.023036206,0.08421183,0.0026032147,-0.06214804,0.008148327,-0.18111795,0.07952443,0.29162505,-0.20636532,-0.036011208,-0.28456837,0.14233108,0.08099089,-0.004181657,-0.27509817,-0.13683206,-0.107290655,0.05388879,-0.1410023,0.07359682,0.110075004,-0.015620281,-0.08519761,-0.029937455,0.16044903,-0.026072849,0.13475372,0.028321102,0.042576212,-0.0784001,-0.033086833,0.15335889,0.14957255,0.1601256,-0.059478436,-0.10574174,0.11276362,-0.053064924,-0.1542342,0.030986648,0.11675207,0.010244516,0.09797152,-0.06308745,-0.02802825,0.051682852,-0.16038045,-0.08970691,0.12670684,-0.14316905,-0.21667998,0.05091009,-0.23841774,0.06725281,0.020506762,-0.01235929,0.1308387,-0.05949893,0.24587138,-0.08701308,-0.07333745,-0.15248586,0.01419303,0.008753238,-0.13335608,-0.14908774,0.21922635,-0.07492543,-0.09252794,-0.07255431,-0.14868285,-0.08716233,-0.20637827,-0.15410012,0.113101766,-0.0010603799,0.036962762,0.17684418,-0.005675721,-0.14414892,-0.075432606,0.059351884,-0.05825728,-0.104253784,0.0069415704,0.07015608,0.033227794,0.09679182,-0.12994038,-0.017070038,-0.07858559,0.0773682,-0.15419464,0.055486094,-0.07066339,0.008343594,0.023250658,0.045760848,-0.14661972,0.16264574,-0.023504816,0.04818896,-0.10746412,0.0031244964,-0.027758883,0.0952025,0.052455716,0.016839465,0.08402366,0.08785525,0.12158343,0.08957158,-0.055445593,-0.10866965,-0.06712692,0.019359231,-0.18192104,0.022303758,-0.062216885,-0.0822372
"(R,S)-INDATRALINE",-0.034928262,-0.053717617,0.03153579,0.018272297,0.17857943,-0.08944008,0.054861136,-0.04687626,-0.11031922,0.0898408,-0.030674996,-0.02170933,-0.005580151,-0.22098042,0.10666941,0.23317102,-0.24624634,-0.092805624,-0.22279629,0.10386587,0.098762766,-0.0111310445,-0.3117252,-0.101214714,-0.14516483,0.062259328,-0.15621836,0.06371633,0.07953824,-0.009137176,-0.024899803,-0.08145814,0.20645478,0.028662367,0.11459743,0.04709747,-0.020910308,-0.12444549,-0.12177924,0.120324105,0.07611256,0.13777234,-0.11336027,-0.06156362,0.12154607,-0.04632762,-0.14933263,-0.00033365254,0.07193385,-0.04649112,0.11886098,-0.017264444,-0.0010792355,0.0018921241,-0.23452365,-0.12689795,0.04490661,-0.100798905,-0.1914454,0.03301977,-0.24130647,0.036560725,-0.01809277,-0.025561627,0.090285055,0.01587466,0.23311315,-0.09897997,-0.19565174,-0.10869653,-0.09564407,0.016914383,-0.13412829,-0.10069102,0.1951602,-0.047774427,-0.08993201,-0.10699665,-0.096327804,-0.024246993,-0.15742934,-0.17213415,0.11430553,0.029344741,0.069781326,0.10874878,0.02920562,-0.1685432,-0.036203597,-0.0070889494,-0.05403724,-0.13738614,-0.0030721452,0.056009337,-0.038560662,0.17226881,-0.062103063,-0.011457027,-0.07103675,0.0911292,-0.18397826,0.011937195,-0.023340315,-0.074167974,0.05666124,0.037733097,-0.12962547,0.17509404,0.012154978,0.005992884,-0.018772997,0.026324341,-0.05336554,0.15067983,0.05744018,0.026138205,0.10311552,0.012892711,0.108885735,0.09235603,-0.093518555,-0.15854092,-0.06655951,0.0910209,-0.13104032,0.037882987,-0.042357415,-0.0045082173
(RS)-ROSCOVITINE,-0.023981474,0.017421275,0.010404255,0.03876035,0.25772858,-0.08497973,-0.0013467182,-0.090123676,-0.03346393,0.10762941,0.0064503765,-0.041823514,0.06963097,-0.1866236,0.11561048,0.27560598,-0.24473497,-0.0710783,-0.23040105,0.13442318,0.09668187,-0.013746118,-0.37917787,-0.14832067,-0.14359197,0.006121946,-0.099495344,0.088625,0.13210839,0.018146386,0.006226072,-0.049291506,0.067403086,-0.08148824,0.20226428,0.032564536,0.018610978,-0.061534055,-0.10598985,0.112940975,0.13482034,0.15620445,-0.14053123,-0.07556085,0.10304409,-0.046830185,-0.13406427,0.054290906,0.13438824,-0.05479325,0.14518629,0.01275622,-0.023576435,0.04553838,-0.16665605,-0.080578364,0.03903772,-0.074203596,-0.17594433,0.00086521107,-0.22511402,0.08469419,-0.02174325,-0.064051494,0.10705281,-0.03921433,0.1825573,-0.08721537,-0.12615722,-0.17892459,-0.033194657,-0.024395548,-0.14053282,-0.10253555,0.20784552,-0.09852476,-0.11350465,-0.061415236,-0.10513725,-0.06458531,-0.16711271,-0.13092893,0.104063064,0.0644765,0.08094966,0.11555874,-0.026841842,-0.16485265,0.059761845,0.014767684,-0.019726599,-0.10534008,-0.037103433,0.04119518,-0.056654356,0.15419102,-0.09557977,-0.062818855,-0.07484406,0.038356565,-0.19128643,-0.024589328,-0.07419241,-0.055319868,0.04540415,0.084147096,-0.1511285,0.13689636,0.03428261,0.023383042,-0.040132966,0.007833154,-0.020307535,0.11468036,0.05475537,0.027644813,0.16575594,0.06764954,0.15872686,0.11203697,-0.07193861,-0.16105978,-0.06796025,0.10956446,-0.11141549,0.04676119,-0.017418846,-0.020401835
"1,4-DIMETHOXYANTHRAQUINONE",-0.006779372,-0.06757842,0.027420709,0.044889282,0.22348277,-0.023776462,0.08900617,-0.051100332,-0.08370102,0.083292685,0.0574631,-0.045826398,-0.008341023,-0.13718107,0.115377285,0.21815374,-0.18486495,-0.079931565,-0.27188495,0.16112591,0.1195655,0.0011642011,-0.26202777,-0.18576567,-0.16423804,0.060129147,-0.13205242,0.09083475,0.1803559,-0.019741356,-0.013585629,0.0005149911,0.1080973,-0.020005535,0.1854325,0.014668312,-0.0011447049,-0.13574296,-0.100774765,0.19812477,0.14703123,0.17801347,-0.07217587,-0.09904534,0.1312899,-0.08093301,-0.14190127,-0.012112979,0.08733147,-0.023023818,0.0386361,0.012346277,-0.051051408,0.017496636,-0.14684668,-0.08749531,0.11526764,-0.103896335,-0.21103635,0.03720463,-0.22013417,0.023857772,0.017832596,-0.05943512,0.12776004,-0.04718382,0.19991441,-0.12193323,-0.10870692,-0.2053951,-0.10604386,0.016873563,-0.1222898,-0.14062832,0.21429783,-0.075979024,-0.067723714,-0.10450714,-0.10938964,-0.03896567,-0.14713904,-0.18046002,0.06789773,0.03412798,0.09649518,0.14329693,-0.026951397,-0.12802956,-0.01792706,-0.004342694,0.036027912,-0.1263308,-0.026795786,0.11870655,-0.050988667,0.11047689,-0.0924951,-0.005557091,-0.06444805,0.100680314,-0.18708289,0.01416847,-0.046428133,-0.03796385,-0.048655353,0.053088788,-0.16436803,0.19847624,0.01967848,0.03579109,-0.05458085,0.00265319,-0.012284938,0.119376294,0.039071802,0.024335323,0.14545529,0.068673834,0.11575021,0.06597784,-0.08713815,-0.15414914,-0.07223446,0.059611175,-0.1210855,0.09057036,-0.05421236,-0.045296773
"10,11-DIHYDROEPOTHILONE D",-0.033264235,-0.04871426,0.050634883,-0.026232125,0.2031992,-0.014452567,0.054347973,-0.07306108,-0.04781577,0.11566866,-0.014539446,-0.07039044,-0.0049570133,-0.16848671,0.070233114,0.22372904,-0.18140553,-0.065841414,-0.27131593,0.1703857,0.13767539,-0.04640144,-0.2581545,-0.11494634,-0.19236891,0.020918312,-0.18959571,0.0559983,0.1474086,0.011410046,-0.050629817,0.0059689498,0.1562171,-0.00822125,0.11563349,0.064375065,-0.014512423,-0.049933825,-0.14019662,0.14201161,0.14377369,0.14712119,-0.11787237,-0.050216336,0.11673446,-0.08051425,-0.1921702,0.020999614,0.050261427,-0.0291356,0.08252313,0.026008744,0.040327962,0.042603355,-0.260185,-0.014048409,0.07259805,-0.11735046,-0.22390519,0.021829423,-0.1682345,-0.0045965216,-0.025843477,-0.06294533,0.14371587,-0.019282542,0.24634919,-0.061514586,-0.16676843,-0.16313437,-0.10076625,-0.040219605,-0.112497054,-0.16007543,0.23921874,-0.01768824,-0.10131309,-0.13146323,-0.15867956,0.022768844,-0.19241656,-0.1590742,0.17208537,-0.00884941,0.07336408,0.23620765,0.0019321683,-0.1376666,-0.013451333,-0.023825247,-0.0066805575,-0.13419335,-0.005146877,0.08718373,-0.030087275,0.09496811,-0.08718755,-0.03929159,-0.07791197,0.11968893,-0.19634177,0.06354651,-0.04274132,-0.015238035,-0.030712552,0.06336167,-0.115417376,0.14919902,-0.008201519,0.012552706,-0.04084936,0.03168467,-0.019674828,0.11168045,0.04845075,0.00016327243,0.10617065,0.033965696,0.14642537,0.03937325,-0.0755391,-0.15636078,-0.075084664,0.08703968,-0.16404493,0.06760879,-0.056153633,-0.04085173
135649864,-0.013266657,-0.07958793,0.06845459,0.036308013,0.21306005,-0.05696063,0.055653438,-0.06639348,-0.10943733,0.117489725,0.013081396,-0.04953834,0.036031485,-0.18741326,0.12664145,0.22389247,-0.17665228,-0.024796035,-0.25555077,0.16095631,0.13000329,-0.012618668,-0.22722395,-0.10457152,-0.16659008,0.06031265,-0.16957898,0.03092747,0.09286514,0.04673693,-0.058032997,-0.07617126,0.15813343,-0.027738852,0.16888392,0.08301935,-0.008771417,-0.04466696,-0.08867778,0.17292558,0.12720004,0.1651996,-0.0827182,-0.04362202,0.1840673,-0.03369924,-0.075863,0.01635548,0.09018543,-0.039941598,0.14885221,-0.06412525,-0.031845048,0.07739238,-0.19970225,-0.048491403,0.1908122,-0.16776143,-0.102866955,0.03137415,-0.26179484,0.034781776,0.013355608,-0.08182376,0.13985653,-0.06519921,0.25016338,-0.066927,-0.16066635,-0.15664952,-0.06289159,0.0020351917,-0.18022595,-0.08500675,0.18596597,-0.008435482,-0.06852061,-0.12466196,-0.1653303,-0.045526344,-0.17142473,-0.12773025,0.093740284,0.029604152,0.046336718,0.19023865,0.031607594,-0.13886592,-0.043822974,-0.021798013,-0.041285705,-0.103087276,0.05326128,0.10437702,-0.04543517,0.14652777,-0.08163775,-0.011775985,-0.0336293,0.06532973,-0.12568606,0.017718945,-0.10003539,-0.057056066,-0.0026906854,0.051133297,-0.12925608,0.1628991,0.006610053,-0.03896355,-0.021292133,-0.0021464387,-0.032764964,0.12886429,0.035237797,-0.032843385,0.13303126,0.014491375,0.1324285,0.08750709,-0.06601861,-0.11045655,-0.104971424,0.0074594407,-0.18381234,-0.028716158,-0.06905736,-0.02815103
135649950,-0.005666002,-0.05690897,0.0134421,0.035262648,0.23526947,0.02229,0.058424123,-0.0707786,-0.06735348,0.090670146,-0.048504986,-0.04404723,0.017981796,-0.12921104,0.124056,0.20850597,-0.23580717,-0.049121715,-0.28098103,0.18793437,0.123459324,0.0039960863,-0.28364,-0.092255145,-0.17361608,0.11464939,-0.084711336,0.010580295,0.1052074,-0.019168576,-0.06064797,-0.05008902,0.1322331,-0.012739535,0.17827493,0.055341933,0.035540886,-0.027837757,-0.07128832,0.21548097,0.1137921,0.1331537,-0.060193177,-0.007834944,0.15280883,-0.054638635,-0.13818917,0.020558635,0.052418273,-0.06719587,0.09909366,-0.056302875,-0.01738516,0.010816374,-0.20462564,-0.098107085,0.16171098,-0.10171249,-0.17011358,0.028398355,-0.18989734,0.026130615,0.03965679,-0.06922631,0.1089509,-0.024623204,0.2098766,-0.11669168,-0.09194106,-0.17908435,-0.09534994,0.0032655352,-0.12304922,-0.09626119,0.32265514,-0.0003678597,-0.08909405,-0.08029337,-0.14828011,-0.00068159634,-0.16664742,-0.17934225,0.08339511,0.026398128,0.12274554,0.22902052,0.025186453,-0.18189293,-0.02503606,-0.025822911,0.016597997,-0.08269646,0.03709133,0.05568552,-0.010019242,0.15366504,-0.0644349,0.028310338,-0.059040956,0.076535486,-0.13453335,0.06647909,-0.07268316,-0.055342663,-0.0337001,0.07208229,-0.15201981,0.19571745,-0.03337447,0.024320183,-0.08217909,0.020978846,-0.008908665,0.13362667,0.0171897,-0.018240951,0.09624067,0.023192432,0.16162324,0.11971793,-0.07387329,-0.10863838,-0.07127258,0.030183647,-0.12359602,0.00077573064,-0.090784125,-0.036857136
135650026,-0.02618003,-0.05794908,0.013740503,0.057240378,0.25317845,-0.026529586,-0.01233861,-0.088066086,-0.03714313,0.14499225,-0.012755201,-0.045717295,0.012608641,-0.1196271,0.10515373,0.17952357,-0.17610405,-0.10728848,-0.24380343,0.18973687,0.1565135,0.04864974,-0.2932948,-0.09530546,-0.22036631,0.027971517,-0.20270073,0.023688192,0.124325365,-0.02908883,-0.11221976,-0.018121168,0.118942484,-0.0018989637,0.16806957,-0.02149839,0.031306334,-0.08193548,-0.11911695,0.16263708,0.12559529,0.14134605,-0.117071554,-0.031789567,0.16377465,-0.020773422,-0.19920862,0.022392556,0.13406275,-0.048339326,0.11879562,0.034231097,-0.04051826,0.015480461,-0.1786191,-0.10253707,0.1370436,-0.13418402,-0.2200453,0.061474465,-0.20910628,0.051353615,0.014716524,-0.081450306,0.06096077,-0.031422686,0.24299198,-0.080724746,-0.1290826,-0.21575962,-0.12813269,-0.030127581,-0.086566,-0.118271686,0.2950466,-0.0020867065,-0.039680794,-0.07355931,-0.12572011,-0.0521134,-0.14232574,-0.1876881,0.099128865,0.019900268,0.09579203,0.1708075,-0.019268196,-0.17494154,-0.007550446,-0.06184249,0.047165394,-0.10737706,-0.034083024,0.13861531,0.011084418,0.06442467,-0.05898873,0.023932228,-0.08157594,0.1314446,-0.18711047,0.09552487,-0.04430884,-0.038072277,0.015122301,0.046637494,-0.1092853,0.18211819,0.020606874,0.030383367,-0.08945168,-0.0334493,-0.061256185,0.109753914,0.050741687,-0.027870107,0.049552288,0.012475365,0.10768677,0.053433407,-0.12626898,-0.17921053,-0.052953925,0.066572376,-0.20332223,0.08042548,-0.041586176,-0.03286984
135650088,-0.026173698,-0.07774124,0.04408641,0.04859234,0.18398926,-0.016918791,0.07124438,-0.088854045,-0.055740025,0.110080205,-0.013023495,-0.07931744,0.009407955,-0.18868262,0.044219103,0.20703341,-0.2337662,-0.07255071,-0.21259032,0.19358195,0.14600904,0.015243579,-0.27681586,-0.10921319,-0.14708732,0.029434156,-0.16058512,0.053269166,0.15567389,0.042996857,-0.017359402,-0.0074197003,0.16765171,-0.055647545,0.1287379,0.048271887,-0.009928966,-0.06558848,-0.11017192,0.12200901,0.11672838,0.14019893,-0.06589714,-0.09662725,0.11251043,-0.07741222,-0.13692991,-0.0432548,0.14887077,-0.015777094,0.12382186,-0.04424188,-0.003777936,0.04592654,-0.24242812,-0.045965873,0.06922825,-0.13932419,-0.16886272,0.061272673,-0.21274266,0.018285818,-0.021416426,-0.056760836,0.12948395,-0.06118477,0.25435296,-0.09514938,-0.12865026,-0.16723724,-0.07028161,-0.038048778,-0.16255215,-0.13976415,0.21741676,-0.061861347,-0.08098644,-0.113562,-0.08428162,-0.07349155,-0.18132657,-0.14391467,0.08665495,0.043983873,0.05273571,0.19420375,-0.025835231,-0.17136046,0.0074820495,-0.03977403,0.018413896,-0.11476702,0.018419558,0.082308844,-0.01011041,0.13693754,-0.08234434,-0.027205775,-0.06524244,0.048548084,-0.13523729,0.024719667,-0.09835281,-0.026017865,0.0153161185,0.04716666,-0.15508875,0.14132182,0.05298553,0.001822168,-0.045647506,0.021605043,-0.03168476,0.15533826,0.032114673,-0.05301239,0.069287226,0.027329808,0.10752591,0.06774866,-0.06615858,-0.17490397,-0.1389212,0.11732046,-0.14874013,-0.0037971349,-0.10545169,-0.0522684
135650115,-0.09067258,-0.13387002,0.03043133,0.049029928,0.23557872,-0.037015118,0.03152151,-0.0360066,-0.06893356,0.15754034,-0.007903001,-0.11408486,-0.000920937,-0.17023982,0.040764812,0.21572095,-0.20978831,-0.06050019,-0.25101587,0.17209172,0.08846341,0.011067379,-0.30668652,-0.10150482,-0.2183964,-0.011328698,-0.084725164,0.045634024,0.17118998,-0.05339982,-0.095713295,-0.07085994,0.11356835,-0.055942476,0.12309466,0.04135721,0.010176981,-0.06965836,-0.071430184,0.11364846,0.18246193,0.18558307,-0.0764141,-0.104739994,0.15860291,-0.043627426,-0.1329729,0.07909414,0.14891726,-0.0075653805,0.16356009,-0.073031895,-0.05986125,0.07218566,-0.25608137,-0.07730043,0.09492127,-0.11076206,-0.08678695,0.045374315,-0.24252261,0.09944136,-0.028535528,-0.08089196,0.19366169,-0.046223193,0.24936403,-0.06925182,-0.035761658,-0.20689394,-0.026037639,0.007350046,-0.10367801,-0.12921135,0.20553878,-0.039993744,-0.09600693,-0.100771844,-0.11480375,-0.0822897,-0.17738087,-0.17222334,0.11546722,0.02542102,0.13506667,0.1996872,-0.005550317,-0.14902808,-0.006765842,-0.020618428,0.010620105,-0.14220388,-0.047798805,0.101107806,0.0050178114,0.10083138,-0.011627935,0.01239206,-0.050610702,0.07792906,-0.18623763,-0.0049908725,-0.046524934,-0.052922264,0.013739746,-0.013123822,-0.094575286,0.17702243,0.05643176,-0.047833774,-0.07125223,-0.015142304,-0.064515114,0.19099154,0.078011476,0.03643256,0.09040736,0.061231297,0.13997011,0.07311428,-0.13659105,-0.14285526,-0.06832027,0.046074394,-0.18096979,0.087288804,-0.0812176,-0.055358086
