fpr,tpr
0.0,0.0
0.00013333333333333334,0.0
0.0013333333333333333,0.0
0.0013333333333333333,0.0008
0.0017333333333333333,0.0008
0.0017333333333333333,0.0016
0.0018666666666666666,0.0016
0.0018666666666666666,0.002
0.0021333333333333334,0.002
0.0021333333333333334,0.0032
0.0024,0.0032
0.0024,0.0052
0.002533333333333333,0.0052
0.002533333333333333,0.0056
0.0029333333333333334,0.0056
0.0029333333333333334,0.006
0.0032,0.006
0.0032,0.0064
0.0033333333333333335,0.0064
0.0033333333333333335,0.0068
0.0034666666666666665,0.0068
0.0034666666666666665,0.0072
0.0038666666666666667,0.0072
0.0038666666666666667,0.0084
0.004,0.0084
0.004,0.0092
0.0041333333333333335,0.0092
0.0041333333333333335,0.0104
0.004266666666666667,0.0104
0.004266666666666667,0.0116
0.004533333333333334,0.0116
0.004533333333333334,0.0124
0.0048,0.0124
0.0048,0.0128
0.004933333333333333,0.0128
0.004933333333333333,0.0132
0.0052,0.0132
0.0052,0.014
0.005333333333333333,0.014
0.005333333333333333,0.0144
0.0054666666666666665,0.0144
0.0054666666666666665,0.0148
0.0056,0.0148
0.0056,0.0156
0.005733333333333333,0.0156
0.005733333333333333,0.016
0.006,0.016
0.006,0.0172
0.006666666666666667,0.0172
0.006666666666666667,0.0192
0.0068,0.0192
0.0068,0.0208
0.006933333333333333,0.0208
0.007333333333333333,0.0208
0.007333333333333333,0.0224
0.007466666666666667,0.0224
0.007466666666666667,0.0228
0.0076,0.0228
0.0076,0.024
0.008,0.024
0.008,0.0248
0.008133333333333333,0.0248
0.008133333333333333,0.0252
0.0084,0.0252
0.0084,0.0256
0.008533333333333334,0.0256
0.008533333333333334,0.026
0.008933333333333333,0.026
0.008933333333333333,0.0264
0.0092,0.0264
0.0092,0.0268
0.009333333333333334,0.0268
0.009333333333333334,0.0284
0.009733333333333333,0.0284
0.009733333333333333,0.0304
0.009866666666666666,0.0304
0.009866666666666666,0.0312
0.01,0.0312
0.01,0.0328
0.010133333333333333,0.0328
0.010133333333333333,0.0332
0.010266666666666667,0.0332
0.010266666666666667,0.0344
0.0104,0.0344
0.0104,0.0352
0.010533333333333334,0.0352
0.010533333333333334,0.036
0.010666666666666666,0.036
0.010666666666666666,0.0376
0.0108,0.0376
0.0108,0.038
0.011333333333333334,0.038
0.011333333333333334,0.0396
0.011466666666666667,0.0396
0.011466666666666667,0.0408
0.0116,0.0408
0.0116,0.0412
0.011733333333333333,0.0412
0.011733333333333333,0.0436
0.011866666666666666,0.0436
0.011866666666666666,0.044
0.012,0.044
0.012,0.0456
0.012133333333333333,0.0456
0.012133333333333333,0.046
0.012266666666666667,0.046
0.012266666666666667,0.0476
0.0124,0.0476
0.0124,0.0484
0.012533333333333334,0.0484
0.012533333333333334,0.0492
0.012666666666666666,0.0492
0.012666666666666666,0.05
0.0128,0.05
0.0128,0.0504
0.012933333333333333,0.0504
0.012933333333333333,0.0532
0.013066666666666667,0.0532
0.013066666666666667,0.0536
0.0132,0.0536
0.0132,0.054
0.0136,0.054
0.0136,0.0548
0.013733333333333334,0.0548
0.013733333333333334,0.0552
0.013866666666666666,0.0552
0.013866666666666666,0.0572
0.014,0.0572
0.014,0.0576
0.014133333333333333,0.0576
0.014133333333333333,0.0584
0.0144,0.0584
0.0144,0.0588
0.0148,0.0588
0.0148,0.0592
0.014933333333333333,0.0592
0.014933333333333333,0.06
0.015066666666666667,0.06
0.015066666666666667,0.0612
0.0152,0.0612
0.0152,0.0616
0.015466666666666667,0.0616
0.015466666666666667,0.062
0.015866666666666668,0.062
0.015866666666666668,0.0636
0.016,0.0636
0.016,0.064
0.016133333333333333,0.064
0.016133333333333333,0.066
0.017066666666666667,0.066
0.017066666666666667,0.0664
0.017333333333333333,0.0664
0.017333333333333333,0.0676
0.017733333333333334,0.0676
0.017733333333333334,0.0688
0.017866666666666666,0.0688
0.017866666666666666,0.0704
0.018,0.0704
0.018,0.0716
0.018133333333333335,0.0716
0.018133333333333335,0.0724
0.018266666666666667,0.0724
0.018266666666666667,0.0752
0.0188,0.0752
0.0188,0.076
0.018933333333333333,0.076
0.018933333333333333,0.0772
0.019066666666666666,0.0772
0.019066666666666666,0.078
0.0192,0.078
0.0192,0.0792
0.019333333333333334,0.0792
0.019333333333333334,0.08
0.019733333333333332,0.08
0.019733333333333332,0.0808
0.019866666666666668,0.0808
0.019866666666666668,0.082
0.020133333333333333,0.082
0.020133333333333333,0.0828
0.0204,0.0828
0.0204,0.0832
0.020666666666666667,0.0832
0.020666666666666667,0.0836
0.020933333333333335,0.0836
0.020933333333333335,0.084
0.021066666666666668,0.084
0.021333333333333333,0.084
0.021333333333333333,0.0848
0.021466666666666665,0.0848
0.021466666666666665,0.0852
0.021733333333333334,0.0852
0.021733333333333334,0.086
0.021866666666666666,0.086
0.021866666666666666,0.0868
0.022,0.0868
0.022,0.0892
0.022266666666666667,0.0892
0.022533333333333332,0.0892
0.022533333333333332,0.092
0.0228,0.092
0.0228,0.0928
0.022933333333333333,0.0928
0.022933333333333333,0.094
0.023066666666666666,0.094
0.023066666666666666,0.0964
0.023333333333333334,0.0964
0.023333333333333334,0.0972
0.023466666666666667,0.0972
0.023466666666666667,0.098
0.023733333333333332,0.098
0.023733333333333332,0.1
0.023866666666666668,0.1
0.023866666666666668,0.1012
0.024,0.1012
0.024,0.1016
0.024266666666666666,0.1016
0.024266666666666666,0.1024
0.024533333333333334,0.1024
0.024533333333333334,0.1032
0.0248,0.1032
0.0248,0.1036
0.02493333333333333,0.1036
0.02493333333333333,0.104
0.0252,0.104
0.0252,0.1044
0.025466666666666665,0.1044
0.025466666666666665,0.1064
0.025733333333333334,0.1064
0.025733333333333334,0.1068
0.0264,0.1068
0.0264,0.1072
0.026533333333333332,0.1072
0.026533333333333332,0.1076
0.0268,0.1076
0.0268,0.108
0.026933333333333333,0.108
0.026933333333333333,0.1084
0.027066666666666666,0.1084
0.027066666666666666,0.1092
0.0272,0.1092
0.0272,0.1108
0.027333333333333334,0.1108
0.027333333333333334,0.1128
0.027466666666666667,0.1128
0.027466666666666667,0.1132
0.0276,0.1132
0.0276,0.114
0.027866666666666668,0.114
0.027866666666666668,0.1144
0.028133333333333333,0.1144
0.028133333333333333,0.1164
0.028266666666666666,0.1164
0.028266666666666666,0.1168
0.0284,0.1168
0.0284,0.1176
0.028533333333333334,0.1176
0.028533333333333334,0.118
0.0288,0.118
0.029466666666666665,0.118
0.029466666666666665,0.1184
0.0296,0.1184
0.0296,0.1192
0.029733333333333334,0.1192
0.029733333333333334,0.1196
0.029866666666666666,0.1196
0.029866666666666666,0.12
0.03,0.12
0.03,0.1208
0.030133333333333335,0.1208
0.030133333333333335,0.1224
0.030266666666666667,0.1224
0.030266666666666667,0.1232
0.0304,0.1232
0.0304,0.1236
0.0308,0.1236
0.0308,0.124
0.030933333333333334,0.124
0.030933333333333334,0.1248
0.031066666666666666,0.1248
0.031066666666666666,0.1252
0.031466666666666664,0.1252
0.031466666666666664,0.1268
0.0316,0.1268
0.0316,0.128
0.031733333333333336,0.128
0.031733333333333336,0.1284
0.032266666666666666,0.1284
0.032266666666666666,0.1292
0.03266666666666666,0.1292
0.03266666666666666,0.1348
0.0328,0.1348
0.0328,0.1352
0.03306666666666667,0.1352
0.03306666666666667,0.1364
0.0332,0.1364
0.0332,0.1388
0.03333333333333333,0.1388
0.03333333333333333,0.1392
0.0336,0.1392
0.0336,0.1404
0.03373333333333333,0.1404
0.03373333333333333,0.1408
0.03386666666666667,0.1408
0.03386666666666667,0.1432
0.034,0.1432
0.034,0.1448
0.0348,0.1448
0.0348,0.1476
0.0352,0.1476
0.0352,0.1492
0.035333333333333335,0.1492
0.035333333333333335,0.15
0.03546666666666667,0.15
0.03546666666666667,0.1504
0.0356,0.1504
0.0356,0.1512
0.035866666666666665,0.1512
0.035866666666666665,0.1536
0.03613333333333334,0.1536
0.03613333333333334,0.1556
0.0364,0.1556
0.0364,0.1572
0.036533333333333334,0.1572
0.036533333333333334,0.158
0.03666666666666667,0.158
0.03666666666666667,0.1584
0.03693333333333333,0.1584
0.03693333333333333,0.1596
0.037066666666666664,0.1596
0.037066666666666664,0.1604
0.037333333333333336,0.1604
0.037333333333333336,0.1608
0.03746666666666667,0.1608
0.03746666666666667,0.1616
0.0376,0.1616
0.0376,0.1624
0.037733333333333334,0.1624
0.037733333333333334,0.1628
0.037866666666666667,0.1628
0.037866666666666667,0.1656
0.038,0.1656
0.038,0.166
